export_timestamp,ticker,action,priority,risk_level,confidence,close_price,RSI,predicted_signal
2025-11-25 21:36:47,AMZN,BUY,1,Low,0.9185250378693943,226.28,29.235760634463034,Oversold (Buy)
2025-11-25 21:36:47,AZN,SELL,1,Low,0.8282417500826063,91.52,80.012650221379,Overbought (Sell)
2025-11-25 21:36:47,BIIB,SELL,1,Low,0.8101406784391816,176.82,86.66311016271005,Overbought (Sell)
2025-11-25 21:36:47,CDNS,BUY,1,Low,0.9408294335748383,304.47,23.135862455615722,Oversold (Buy)
2025-11-25 21:36:47,COST,BUY,1,Low,0.9568950174547379,886.12,20.909671921602126,Oversold (Buy)
2025-11-25 21:36:47,CPRT,BUY,1,Low,0.9351840140233346,38.91,25.618811881188208,Oversold (Buy)
2025-11-25 21:36:47,ELF,BUY,1,Low,0.9443739094928216,71.25,14.069660861594912,Oversold (Buy)
2025-11-25 21:36:47,GOOGL,SELL,1,Low,0.8043916956986688,318.58,72.57922535211264,Overbought (Sell)
2025-11-25 21:36:47,JD,BUY,1,Low,0.9162643170930526,29.06,24.444444444444144,Oversold (Buy)
2025-11-25 21:36:47,MAR,SELL,2,Medium,0.7653929336556453,296.23,73.57044606012938,Overbought (Sell)
2025-11-25 21:36:47,MCHP,BUY,1,Low,0.9201120580920353,51.25,25.9475218658896,Oversold (Buy)
2025-11-25 21:36:47,MELI,BUY,1,Low,0.9430116240185541,2008.92,26.488250859596718,Oversold (Buy)
2025-11-25 21:36:47,MNST,SELL,1,Low,0.806577144701487,73.24,72.636815920398,Overbought (Sell)
2025-11-25 21:36:47,MSFT,BUY,1,Low,0.93946468118931,474.0,26.69055600508625,Oversold (Buy)
2025-11-25 21:36:47,MSI,BUY,1,Low,0.964127083809671,368.33,17.717418390232027,Oversold (Buy)
2025-11-25 21:36:47,NFLX,BUY,1,Low,0.9539010104145653,106.97,6.405687656406144,Oversold (Buy)
2025-11-25 21:36:47,ORLY,SELL,2,Medium,0.7766534164522706,99.0,70.27450980392186,Overbought (Sell)
2025-11-25 21:36:47,PANW,BUY,1,Low,0.9721677433133837,183.89,17.669411019632648,Oversold (Buy)
2025-11-25 21:36:47,PDD,BUY,1,Low,0.9565513024333542,113.49,18.173287456990977,Oversold (Buy)
2025-11-25 21:36:47,REGN,SELL,1,Low,0.8101175581211721,761.45,85.6456007265346,Overbought (Sell)
2025-11-25 21:36:47,ROST,SELL,1,Low,0.8057534491274904,174.13,76.1194029850746,Overbought (Sell)
